date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury
2026-03-21,Will Riley,REB,4.5,BetMGM,3.7,0.75,0.378,20.7,UNDER,Starter,Oklahoma City Thunder @ Washington Wizards,1.83,0.25,Pending,0,
2026-03-21,Isaiah Hartenstein,REB,7.5,BetRivers,6.7,0.64,0.356,16.8,UNDER,Rotation,Oklahoma City Thunder @ Washington Wizards,2.12,0.25,Pending,0,
2026-03-21,Chet Holmgren,REB,8.5,Fanatics,10.3,0.64,0.345,16.4,OVER,Starter,Oklahoma City Thunder @ Washington Wizards,2.1,0.25,Pending,0,
2026-03-21,Carlton Carrington,REB,4.5,BetMGM,3.2,0.75,0.31,17.8,UNDER,Rotation,Oklahoma City Thunder @ Washington Wizards,1.74,0.25,Pending,0,
2026-03-21,Shai Gilgeous-Alexander,AST,6.5,BetMGM,7.7,0.63,0.264,13.2,OVER,Starter,Oklahoma City Thunder @ Washington Wizards,2.0,0.25,Pending,0,
2026-03-21,Isaiah Hartenstein,PTS,7.5,DraftKings,6.3,0.6,0.231,11.3,UNDER,Rotation,Oklahoma City Thunder @ Washington Wizards,2.05,0.25,Pending,0,
2026-03-21,Bilal Coulibaly,PTS,11.5,BetMGM,14.2,0.63,0.221,11.3,OVER,Starter,Oklahoma City Thunder @ Washington Wizards,1.95,0.25,Pending,0,
2026-03-21,Cason Wallace,PTS,8.5,DraftKings,6.9,0.65,0.187,10.3,UNDER,Rotation,Oklahoma City Thunder @ Washington Wizards,1.82,0.25,Pending,0,
2026-03-21,Carlton Carrington,AST,4.5,Fanatics,4.3,0.54,0.151,7.0,UNDER,Rotation,Oklahoma City Thunder @ Washington Wizards,2.15,0.25,Pending,0,
2026-03-21,Ajay Mitchell,AST,3.5,Bovada,3.7,0.54,0.129,6.2,OVER,Rotation,Oklahoma City Thunder @ Washington Wizards,2.1,0.25,Pending,0,
